,bill_id,long_title,bill_status
504,17SBN-1728,amnesty rectification birth administrative adoption,Pending
505,17SBN-1727,removing ban appointment retired resigned military police secretary department interior local retirement resignation,Pending
506,17SBN-1726,prevention control,Pending
507,17SBN-1725,rectification administrative adoption,Pending
508,17SBN-1724,sustainable alternative transportation mobility improve air quality increase efficiency reduce congestion contribute positive health society,Pending
509,17SBN-1723,ownership operation private,Pending
510,17SBN-1722,procurement reform,Pending
511,17SBN-1721,add aggravating circumstance crime justice sector,Pending
512,17SBN-1720,local expand barangay include barangay health,Pending
513,17SBN-1719,promote adoption solar technology residential commercial industrial renewable energy,Pending
514,17SBN-1718,management control regulation utilization runoff improvement ecological address flooding water supply need urban rural necessary institutional,Pending
515,17SBN-1717,basic autonomous region strengthen expand organic autonomous region organic autonomous region,Passed
516,17SBN-1716,sport complex amateur sport training center acquisition property construction administration maintenance management,Passed
517,17SBN-1715,secure state protect people terrorism human security,Pending
518,17SBN-1714,health sector achieve universal health care,Pending
519,17SBN-1713,value money procurement procurement reform,Pending
520,17SBN-1712,sport training center province,Passed
521,17SBN-1711,competition,Pending
522,17SBN-1710,enforcement term provided constitution,Pending
523,17SBN-1709,establish sight strategy plan,Pending
524,17SBN-1708,strengthen profession optometry hereby optometry enhance delivery vision care,Pending
525,17SBN-1707,framework right adequate food,Pending
526,17SBN-1706,vision screening kindergarten,Pending
527,17SBN-1705,internal revenue,Pending
528,17SBN-1704,geriatric center research training institute,Pending
529,17SBN-1703,faith academy incorporated educational institution international character certain conducive growth,Pending
530,17SBN-1702,special nonworking holiday city foundation day city,Pending
531,17SBN-1701,tax management transparency expand coverage view state fiscal management accountability,Pending
532,17SBN-1700,hazard pay public associate prosecution prosecution incumbency,Pending
533,17SBN-1699,promote protect human,Pending
534,17SBN-1698,strengthening employment citizen armed reserve force armed,Pending
535,17SBN-1697,special protection armed conflict,Pending
536,17SBN-1696,participation equitable representation giving empowerment,Pending
537,17SBN-1695,improve land transportation,Pending
538,17SBN-1694,virtual currency commission,Pending
539,17SBN-1693,high school,Pending
540,17SBN-1692,city la development authority,Pending
541,17SBN-1691,judiciary create,Pending
542,17SBN-1690,increasing bed capacity memorial hospital province fifty hundred professional health care increase medical personnel,Passed
543,17SBN-1689,imposing rice rice industry competitiveness enhancement,Pending
544,17SBN-1688,establishment,Pending
545,17SBN-1687,sustainable coastal tourism institutionalization,Pending
546,17SBN-1686,titling comprehensive agrarian reform lifting utilization collateral agricultural similar financial,Pending
547,17SBN-1685,full insurance coverage qualified agrarian reform comprehensive agrarian reform comprehensive agrarian reform extension,Pending
548,17SBN-1684,conferment doctorate degree equivalent entry level career service eligibility civil service,Pending
549,17SBN-1683,former surviving,Pending
550,17SBN-1682,department health approve bed capacity service capability,Pending
551,17SBN-1681,judiciary create,Pending
552,17SBN-1680,conduct ethical public,Pending
553,17SBN-1679,value responsible fair truthful enjoyment social medium,Pending
554,17SBN-1678,autonomous region cordillera arc,Pending
555,17SBN-1677,plea agreement criminal violation,Pending
556,17SBN-1676,also local,Pending
557,17SBN-1675,debt management establishment comprehensive debt management system constitution congressional oversight committee debt management look foreign domestic contracted behalf well,Pending
558,17SBN-1674,improving access disability public private disabled,Pending
559,17SBN-1673,universal health coverage,Pending
560,17SBN-1672,development authority,Pending
561,17SBN-1671,tax reform,Pending
562,17SBN-1670,funeral discount public school department education commission higher education account sickness,Pending
563,17SBN-1669,faith academy educational institution international character grant certain conducive growth,Passed
564,17SBN-1668,defense university system,Pending
565,17SBN-1667,community based system,Pending
566,17SBN-1666,commission field hereby omnibus election,Pending
567,17SBN-1665,registration thereafter,Pending
568,17SBN-1664,special working holiday entire country commemorate declaration first,Pending
569,17SBN-1663,medical scholarship return service deserving,Pending
570,17SBN-1662,strengthen hazing regulate initiation,Passed
571,17SBN-1661,basic autonomous region strengthen expand organic autonomous region organic autonomous region,Pending
572,17SBN-1660,encouraging grant free admission admission discount military,Pending
573,17SBN-1659,protection overseas custody,Pending
574,17SBN-1658,strengthening gender equality family,Pending
575,17SBN-1657,private medical give free medical dental assistance indigent,Pending
576,17SBN-1656,seal good local governance local seal good local governance,Pending
577,17SBN-1655,special working holiday province commemoration inauguration,Pending
578,17SBN-1654,converting sanitarium province geriatric general medical center regional geriatric medical center service increase medical personnel,Passed
579,17SBN-1653,procurement distribution distribution supply captive market,Pending
580,17SBN-1652,basic autonomous region strengthen expand organic autonomous region organic autonomous region,Pending
581,17SBN-1651,converting land transportation extension city regular district,Pending
582,17SBN-1650,youth,Pending
583,17SBN-1649,provincial hospital province level teaching training hospital general hospital medical center,Passed
584,17SBN-1648,certain universally accessible quality,Pending
585,17SBN-1647,surveillance response notifiable health related prevention suppression dangerous communicable,Pending
586,17SBN-1646,basic autonomous region strengthen expand organic autonomous region organic autonomous region,Pending
587,17SBN-1645,converting land transportation center city province regular center city center city,Pending
588,17SBN-1644,open access data transmission additional commission,Pending
589,17SBN-1643,consumer protection fostering competition industry locking mobile wireless public entity,Pending
590,17SBN-1642,implementation internship implementation,Pending
591,17SBN-1641,practice profession professional regulatory board,Passed
592,17SBN-1640,special nonworking holiday province commemoration founding anniversary day,Pending
593,17SBN-1639,retail trade liberalization,Pending
594,17SBN-1638,strengthen ombudsman retirement benefit system ombudsman special prosecutor legal prosecution investigation corruption prevention,Pending
595,17SBN-1637,transportation safety board,Pending
596,17SBN-1636,public nationwide mobile number portability,Passed
598,17SBN-1634,mandatory domestic mineral exportation certification showing presence lack rare earth mining,Pending
599,17SBN-1633,increasing,Pending
600,17SBN-1632,strengthen ombudsman retirement benefit system ombudsman special prosecutor legal prosecution investigation corruption prevention employee,Pending
601,17SBN-1631,food drug administration independent agency separate department health certain,Pending
602,17SBN-1630,practice microbiology,Pending
