,bill_id,long_title,bill_status
6325,15SBN-2528,disclosure provided pharmaceutical medical device health care,Pending
6328,15SBN-2525,increasing election violence coercion intimidation force election,Pending
6329,15SBN-2524,shipping industry clear system ship registration comprehensive mechanism ship maritime maritime ship arrest maritime limitation,Pending
6330,15SBN-2523,new system retirement separation military personnel armed right receive retirement citizenship,Pending
6331,15SBN-2522,also death physical exceptional,Pending
6332,15SBN-2521,banning reappointment regular member judicial bar council already full term,Pending
6333,15SBN-2520,insurance,Pending
6334,15SBN-2519,maintenance support elderly family,Pending
6335,15SBN-2518,certain sport commission,Pending
6336,15SBN-2517,improve nutrition quality food primary school school,Pending
6337,15SBN-2516,making available electronic medical electronic medical record center department health,Pending
6338,15SBN-2515,extending postal discount privilege immediate family overseas contract,Pending
6339,15SBN-2514,consumer specify respective nutrition information consumer product also consumer,Pending
6340,15SBN-2513,expanding coverage college student student voucher system private education student financial assistance certain expanded assistance private education,Pending
6341,15SBN-2512,text graphic similar mobile medium business entity,Pending
6342,15SBN-2511,expanding coverage extended certain,Pending
6343,15SBN-2510,expand revitalize special education gifted handicapped youth,Pending
6344,15SBN-2509,mandatory service merchant marine academy,Pending
6345,15SBN-2508,advance develop professional amateur boxing boxing academy amusement board gab,Pending
6346,15SBN-2507,summary titling real public,Pending
6347,15SBN-2506,increasing tax idle local,Pending
6348,15SBN-2505,exempt publisher editor reporter publication revealing source news information confidence coverage broadcast news,Pending
6349,15SBN-2504,compensation reimbursement hospitalization caught military,Pending
6350,15SBN-2503,teaching disaster awareness disaster mitigation part curriculum primary,Pending
6351,15SBN-2502,prohibit unattended motor,Pending
6352,15SBN-2501,hundred forestry,Pending
6353,15SBN-2500,insurance,Pending
6354,15SBN-2499,limiting reappointment commission,Pending
6355,15SBN-2498,advanced development exceptional private sector,Pending
6356,15SBN-2497,uphold human promote welfare unborn child,Pending
6357,15SBN-2496,poor,Pending
6358,15SBN-2495,strengthening system cultural indigenous training employment tribal health,Pending
6359,15SBN-2494,poor posting bail first time felony crime imprisonment recognizance,Pending
6360,15SBN-2493,increasing bed capacity district hospital province fifty,Pending
6361,15SBN-2492,governing credit card access device,Pending
6362,15SBN-2491,taxi give exact change,Pending
6363,15SBN-2490,waiver retirement age requirement least twenty service service insurance system,Pending
6364,15SBN-2489,modernization atmospheric geophysical astronomical administration,Pending
6365,15SBN-2488,comprehensive juvenile justice welfare system juvenile justice welfare council department social welfare development,Pending
6366,15SBN-2487,certain intellectual property intellectual property,Pending
6367,15SBN-2486,strengthen propagate foster care abandoned special need,Passed
6368,15SBN-2485,establish graphic novel archive,Pending
6369,15SBN-2484,strengthen,Pending
6370,15SBN-2483,twelve portion gaming corporation state run financial support,Pending
6371,15SBN-2482,establish department peace,Pending
6372,15SBN-2481,mechanism sustainable development island province mode acquisition certain public domain classified agricultural land open disposition proclamation environmental,Pending
6373,15SBN-2480,fiscal discipline public sector line principle responsible financial management towards sustainable economic growth,Pending
6374,15SBN-2479,certain public domain bantayan province agricultural land agricultural commercial residential tourism similar productive proclamation,Pending
6375,15SBN-2478,agricultural mechanization development country,Pending
6376,15SBN-2477,island province destination,Pending
6377,15SBN-2476,hundred museum,Pending
6378,15SBN-2475,strengthen commitment human promotion protection human resource country,Pending
6379,15SBN-2474,tax winning documentary stamp tax horse racing internal revenue,Pending
6380,15SBN-2473,credit assistance overseas,Pending
6381,15SBN-2472,converting vocational school province polytechnic state college polytechnic state college,Pending
6382,15SBN-2471,separating high school annex province high school converting independent high school high school,Pending
6383,15SBN-2470,list system,Pending
6384,15SBN-2469,protect promote support proper infant young child feeding marketing certain young,Pending
6385,15SBN-2468,earmark portion internal revenue free indigent,Pending
6386,15SBN-2467,teacher corp strengthen teaching profession,Pending
6387,15SBN-2466,research health breast,Pending
6388,15SBN-2465,local book,Pending
6389,15SBN-2464,geriatric health gerontology research institute,Pending
6390,15SBN-2463,management natural province proclamation entire province certain public domain country mangrove swamp forest,Pending
6392,15SBN-2461,regular maintenance preservation public implementation,Pending
6393,15SBN-2460,establish system tax engage research development production electronic public transport,Pending
6394,15SBN-2459,prevent punish driving influence alcohol,Pending
6396,15SBN-2457,development entrepreneurship corp civil productive citizenry,Pending
6397,15SBN-2456,park green modernization,Pending
6398,15SBN-2455,celebration day country,Pending
6399,15SBN-2454,workday public school compliance workday,Pending
6400,15SBN-2453,improve science mathematics education rescue science mathematics education,Pending
6401,15SBN-2452,strengthen commitment human promotion protection human resource country,Pending
6402,15SBN-2451,crime,Pending
6403,15SBN-2450,agricultural mechanization development country,Pending
6404,15SBN-2449,prevent proliferation mass destruction transfer strategic carry terrorism,Pending
6405,15SBN-2448,local declare day tree planting arbor day,Pending
6406,15SBN-2447,encourage production outstanding motion picture international film,Pending
6407,15SBN-2446,promote preservation promotion rich artistic cultural historical heritage film archive,Pending
6408,15SBN-2445,develop promote film tourism,Pending
6409,15SBN-2444,city create river development authority preservation protection development river natural jurisdiction,Pending
6410,15SBN-2443,relief certain volcanic similar special income real property favor,Pending
6411,15SBN-2442,crime stalking,Pending
6412,15SBN-2441,limiting exposure violent television cable,Pending
6413,15SBN-2440,aviation noise management reduction residential,Pending
6414,15SBN-2439,child safety,Pending
6415,15SBN-2438,strengthen protection intellectual property film piracy film napping,Pending
6416,15SBN-2437,indemnification livestock affected highly communicable livestock development council,Pending
6417,15SBN-2436,overseas medical center,Pending
6418,15SBN-2435,electronic recording custodial protect constitutional accused custodial,Pending
6420,15SBN-2433,increasing noncompliance wage wage rationalization,Pending
6421,15SBN-2432,field land insurance insurance,Pending
6422,15SBN-2431,certain intellectual property,Pending
6423,15SBN-2430,strengthen propagate foster care abandoned special need,Pending
6424,15SBN-2429,strengthening certain local barangay,Pending
6425,15SBN-2428,additional protection real estate installment subdivision real estate individual lot available first offering sale mortgage lien encumbrance making annotation contract sell sale mandatory making compulsory execution deed absolute sale delivery buyer completion installment protective imposition penalty violation,Pending
6427,15SBN-2426,power rescind reserve expenditure authorized congress,Pending
6428,15SBN-2425,procurement reform,Pending
6429,15SBN-2424,former employment,Pending
6430,15SBN-2423,mandatory good conduct allowance participate literacy development,Pending
6431,15SBN-2422,doctrine superior responsibility military personnel police involved enforcement,Pending
6432,15SBN-2421,mechanism equitable access ownership public administrative process titling public issuance free patent,Pending
6433,15SBN-2420,protection report malfeasance,Pending
6434,15SBN-2419,chapter v domestic shipping development,Pending
6435,15SBN-2418,hybrid quality production,Pending
6436,15SBN-2417,range city province oriental area peripheral buffer zone management,Pending
6437,15SBN-2416,imposing motor vehicle charge motor,Pending
6438,15SBN-2415,maltreatment,Pending
6439,15SBN-2414,certain number hundred fifty comprehensive agrarian reform,Pending
6440,15SBN-2413,also civil,Pending
6441,15SBN-2412,also conduct ethical public uphold principle public public trust exemplary service,Pending
6442,15SBN-2411,framework responsible accountable trade trade representative,Pending
6443,15SBN-2410,emergency care system establishment supervision regulation emergency care profession,Pending
6444,15SBN-2409,private sector undertake rental residential housing affordable low,Pending
6445,15SBN-2408,certain tariff custom,Pending
6446,15SBN-2407,school calendar chapter book administrative,Pending
6447,15SBN-2406,movie television review classification commission movie television review classification board,Pending
6448,15SBN-2405,sufficient information public utility requirement issuance extension common,Pending
6449,15SBN-2404,additional public school public school,Pending
6450,15SBN-2403,juvenile justice welfare,Pending
6451,15SBN-2402,increasing combat duty pay enlisted personnel armed hundred forty centum base pay,Pending
6452,15SBN-2401,overseas absentee voting,Pending
6453,15SBN-2400,strengthening autonomy independence solicitor general,Pending
6454,15SBN-2399,obstruction apprehension prosecution criminal,Pending
6455,15SBN-2398,conversion point city international logistics hub,Pending
6456,15SBN-2397,position barangay nutrition worker barangay,Pending
6457,15SBN-2396,expanding jurisdiction drug enforcement agency provided comprehensive dangerous,Pending
6458,15SBN-2395,local,Pending
6459,15SBN-2394,paragraph local,Pending
6460,15SBN-2393,reform reorganization police,Pending
6461,15SBN-2392,island natural park situated northern eastern area peripheral buffer zone management,Pending
6462,15SBN-2391,area category,Pending
6463,15SBN-2390,harassment invasion privacy commercial,Pending
6464,15SBN-2389,forfeiture fixed percentage value corruption additional ombudsman,Pending
6466,15SBN-2387,provincial water,Pending
6467,15SBN-2386,grant civil service eligibility certain provisional temporary status total efficient service,Pending
6468,15SBN-2385,member enforcement employee testify witness criminal,Pending
6469,15SBN-2384,immigration,Pending
6470,15SBN-2383,penalty death certain heinous certain related,Pending
6471,15SBN-2382,civil liability nonobservance inferior quality,Pending
6472,15SBN-2381,informal employment implementation,Pending
6473,15SBN-2380,strengthening commission language constitutionally agency,Pending
6475,15SBN-2378,reproductive health population development,Pending
6476,15SBN-2377,barangay,Archived
6477,15SBN-2376,turncoatism,Pending
6479,15SBN-2374,giving benefit preventive imprisonment,Pending
6480,15SBN-2373,forfeiture fixed percentage value corruption additional ombudsman,Pending
6483,15SBN-2370,indeterminate sentence,Pending
6484,15SBN-2369,antigraft corrupt,Pending
6485,15SBN-2368,witness protection security benefit,Pending
6486,15SBN-2367,vagrancy,Pending
6487,15SBN-2366,banning reappointment regular member judicial bar council already full term,Pending
6488,15SBN-2365,crime theft robbery portable telecommunication,Pending
6489,15SBN-2364,strengthen corporate counsel expanding strengthening organization employee,Pending
6490,15SBN-2363,good conduct time detention serving sentence virtue final judgment,Pending
6491,15SBN-2362,strengthen commitment human promotion protection human resource country,Pending
6492,15SBN-2361,converting state college province state university state university polytechnic college institute technology province,Pending
6493,15SBN-2360,real property valuation valuation authority,Pending
6494,15SBN-2359,additional honorarium barangay barangay barangay health,Pending
6495,15SBN-2358,least special education center school division least special education big school special need financial assistance support,Pending
6496,15SBN-2357,minimum salary grade level public school elementary grade grade,Pending
6497,15SBN-2356,sale distribution tobacco,Pending
6498,15SBN-2355,increasing combat duty pay enlisted personnel armed percent base pay,Pending
6499,15SBN-2354,right people information public concern constitution state full public disclosure public interest constitution,Pending
6500,15SBN-2353,additional support compensation basic education,Pending
6501,15SBN-2352,social justice welfare protection care elderly identifiable family support,Pending
6502,15SBN-2351,support care abandoned voluntarily special trust,Pending
6503,15SBN-2350,welfare protection abandoned voluntarily,Pending
6504,15SBN-2349,irrigation administration accelerate irrigation development,Pending
6505,15SBN-2348,punish electronic transmission indecent pornographic material,Pending
6506,15SBN-2347,food authority strategic food reserve corporation,Pending
6507,15SBN-2346,transferring organization operation management film festival development authority movie welfare foundation,Pending
6508,15SBN-2345,pilferage theft unauthorized interconnection reception signal service cable television cable system network unauthorized installation access connection cable equipment,Pending
6509,15SBN-2344,commission,Pending
6510,15SBN-2343,electric power industry,Pending
6511,15SBN-2342,sale importation computer hardware payment value added tax tax certain internal revenue,Pending
6512,15SBN-2341,system prostitution imposing protective support,Pending
6513,15SBN-2340,effectively instill health consciousness tobacco,Pending
6514,15SBN-2339,require congress purchase paper paper extend practicable,Pending
6515,15SBN-2338,require country origin perishable agricultural establish,Pending
6516,15SBN-2337,medical association medical professional organization,Pending
6517,15SBN-2336,keep lead maximum allowable candy,Pending
6518,15SBN-2335,assistance community prevent residential poisoning,Pending
6519,15SBN-2334,prevent excessive lead content food,Pending
6520,15SBN-2333,medical parole qualified setting grant,Pending
6521,15SBN-2332,register child abuse department justice,Pending
6522,15SBN-2331,require meat meat food,Pending
6523,15SBN-2330,imposition surcharge extra charge additional charge teller machine debit payment consumer,Pending
6524,15SBN-2329,prevent luxurious,Pending
6525,15SBN-2328,public notice certain hazardous,Pending
6526,15SBN-2327,notification pesticide golf,Pending
6527,15SBN-2326,assistance poison prevention establish poison control,Pending
6528,15SBN-2325,direct department health department labor employment issue standard worker exposure diacetyl,Pending
6529,15SBN-2324,establish debate commission,Pending
6530,15SBN-2323,card personal information,Pending
6531,15SBN-2322,availability knowledge skill safe maintenance storage,Pending
6532,15SBN-2321,research health,Pending
6533,15SBN-2320,garnishment compensation due personal,Pending
6534,15SBN-2319,also accused false testimony violator light penalty pursuant classification,Pending
6535,15SBN-2318,family leave eligible,Pending
6536,15SBN-2317,amend daily rate subsidiary penalty imprisonment case insolvency,Pending
6537,15SBN-2316,incorporate cardiopulmonary resuscitation training physical education curriculum public private,Pending
6538,15SBN-2315,training violence prevention work,Pending
6539,15SBN-2314,amend also family,Pending
6540,15SBN-2313,also family charge community property obligation spouse profession,Pending
6541,15SBN-2312,eleven hundred charter charity,Pending
6542,15SBN-2311,unlawful commercial making indecent obscene,Pending
6543,15SBN-2310,acid education prevent birth,Pending
6544,15SBN-2309,establish minimum standard regarding quality wireless telephone service monitor regarding service,Pending
6545,15SBN-2308,protecting consumer privacy credit card check,Pending
6546,15SBN-2307,corporation right appraisal term corporate existence extended,Pending
6547,15SBN-2306,educational technology,Pending
6548,15SBN-2305,establish therapeutic equivalence generic,Pending
6549,15SBN-2304,light,Pending
6550,15SBN-2303,organization housing fabrication housing construction,Pending
6551,15SBN-2302,increase certain qualified theft,Pending
6552,15SBN-2301,establish implement security reduce possibility infant patient abduction baby switching,Pending
6553,15SBN-2300,proper bill detail disclosure cable television,Pending
6554,15SBN-2299,establish grant comprehensive eye,Pending
6555,15SBN-2298,increasing common operating influence alcohol,Pending
6556,15SBN-2297,credit card harassment,Pending
6557,15SBN-2296,credit card age,Pending
6558,15SBN-2295,facility,Pending
6559,15SBN-2294,digital education,Pending
6560,15SBN-2293,relation disaster preparedness local,Pending
6561,15SBN-2292,unlawful employment resulting discrimination employment,Pending
6562,15SBN-2291,certain employment leave domestic violence certain,Pending
6563,15SBN-2290,research,Pending
6564,15SBN-2289,course instruction kindergarten elementary include component environmental education,Pending
6565,15SBN-2288,certain commercial telephone facsimile,Pending
6566,15SBN-2287,require certain materially,Pending
6567,15SBN-2286,discrimination payment wage account sex,Pending
6568,15SBN-2285,fixed term chief staff armed,Pending
6569,15SBN-2284,free communication censorship medium free speech free press free expression,Pending
6570,15SBN-2283,right people information public concern constitution state full public disclosure public interest constitution,Pending
6571,15SBN-2282,protect freedom speech association higher education,Pending
6572,15SBN-2281,scope unlawful matching marriage foreign include various made available,Pending
6573,15SBN-2280,family making mandatory undergo prior issuance marriage license,Pending
6574,15SBN-2279,improve emergency medical trauma care,Pending
6575,15SBN-2278,giving equal access radio election period properly warn electorate election period,Pending
6577,15SBN-2276,waiver retirement age requirement least twenty service service insurance system,Pending
6578,15SBN-2275,property registration,Pending
6579,15SBN-2274,chapter book local,Pending
6588,15SBN-2265,task force department social welfare development gather information study report congress regarding abandonment infant,Pending
6589,15SBN-2264,turncoatism,Pending
6590,15SBN-2263,reduce lead based paint residential,Pending
6591,15SBN-2262,clearly display calorie count food serve clearly display calorie count food serve,Pending
6592,15SBN-2261,pursuant fire safety,Pending
6594,15SBN-2259,refusal enroll release clearance public failure pay miscellaneous,Pending
6595,15SBN-2258,neglect child legally responsible care,Pending
6596,15SBN-2257,also violation,Archived
6597,15SBN-2256,unauthorized interception reception cable television,Pending
6598,15SBN-2255,amusement safety board,Pending
6599,15SBN-2254,also omnibus election resulting tie,Pending
6600,15SBN-2253,modernization school health nutrition department education culture sport appropriation,Pending
6601,15SBN-2252,regulate practice acupuncture acupuncture board,Pending
6602,15SBN-2251,scholarship public school,Pending
6603,15SBN-2250,regulate invasive,Pending
6606,15SBN-2247,increase safety,Pending
6608,15SBN-2245,initiative amend constitution,Pending
6609,15SBN-2244,require local educational develop implement random testing high school,Pending
6610,15SBN-2243,statute repose durable good trade business,Pending
6611,15SBN-2242,grant vision care,Pending
6612,15SBN-2241,sale rental violent video,Pending
6614,15SBN-2239,community health promote positive health,Pending
6615,15SBN-2238,prohibit importation made dog cat fur prohibit sale manufacture offer sale transportation distribution made dog cat fur,Pending
6616,15SBN-2237,imposing higher threatening member enforcement family influence impede retaliate,Pending
6617,15SBN-2236,increase security sensitive data,Pending
6618,15SBN-2235,support health impact take improve health environmental quality,Pending
6619,15SBN-2234,establishment school special need country,Pending
6620,15SBN-2233,enhance public awareness education association shaken baby syndrome,Pending
6621,15SBN-2232,institute education teen,Pending
6623,15SBN-2230,clearinghouse character education,Pending
6625,15SBN-2228,banning main country,Pending
6627,15SBN-2226,massage practice,Pending
6630,15SBN-2223,promulgate consumer product safety standard durable infant toddler product,Pending
6632,15SBN-2221,free public elementary,Pending
6634,15SBN-2219,concerning alcohol tobacco pregnancy,Pending
6635,15SBN-2218,regulate body piercing tattooing,Pending
6636,15SBN-2217,improve quality coastal recreation water,Pending
6637,15SBN-2216,aviation noise management reduction residential,Pending
6638,15SBN-2215,crime driving motor vehicle influence liquor graduated,Pending
6639,15SBN-2214,fraudulently personal information,Pending
6642,15SBN-2211,civil include academic educational,Pending
6643,15SBN-2210,also civil statute regarding sale good action,Pending
6644,15SBN-2209,department agrarian reform department agriculture submit annual report congress statistic conversion agricultural land nonagricultural review,Pending
6645,15SBN-2208,retirement disability military personnel,Pending
6646,15SBN-2207,educational public private hold mandatory consultation alumnus nonteaching personnel increasing miscellaneous,Pending
6647,15SBN-2206,develop educational strategy educational need local,Pending
6648,15SBN-2205,smoking cigarette tobacco jail prison,Pending
6649,15SBN-2204,establish commission impact culture youth,Pending
6650,15SBN-2203,right know work affecting health,Pending
6651,15SBN-2202,right travel right regulated,Pending
6652,15SBN-2201,responsible,Pending
6653,15SBN-2200,campaign osteoporosis education prevention,Pending
6654,15SBN-2199,also local paragraph obligation local maintain barangay water supply,Pending
6655,15SBN-2198,expand revitalize special education gifted handicapped youth,Pending
6656,15SBN-2197,open high school system,Pending
6657,15SBN-2196,divulge identity hired foreign nature work compensation case violation,Pending
6658,15SBN-2195,institute science mathematics education development,Pending
6659,15SBN-2194,agriculture education system agriculture education implementation,Pending
6660,15SBN-2193,tuition school higher basic education tuition fee council,Pending
6661,15SBN-2192,modernization school health nutrition department education appropriation,Pending
6663,15SBN-2190,real property valuation valuation authority,Pending
6664,15SBN-2189,right people information public concern constitution state full public disclosure public interest constitution,Pending
6665,15SBN-2188,imposing moratorium creation new state conversion state state,Pending
6666,15SBN-2187,unlawful name identity manner associated said,Pending
6667,15SBN-2186,participation fide organization deliberation annual budget congress local effective,Pending
6668,15SBN-2185,bicameral meeting budget open transparent,Pending
6670,15SBN-2183,transparency,Pending
6671,15SBN-2182,specific budget,Pending
6672,15SBN-2181,term budget expenditure,Pending
6673,15SBN-2180,classification budget,Pending
6674,15SBN-2179,limiting amount weight carried school protect health adverse effect heavy school bag,Pending
6675,15SBN-2178,imposition penalty lower criminal civil case settled alternative dispute resolution,Pending
6676,15SBN-2177,fiscal discipline public sector responsible financial management full transparency accountability revenue expenditure borrowing,Pending
6677,15SBN-2176,enforced involuntary disappearance,Pending
6678,15SBN-2175,expanding night work prohibition thereby hundred labor,Pending
6679,15SBN-2174,ombudsman private behalf ombudsman,Pending
6680,15SBN-2173,witness protection security benefit,Pending
6681,15SBN-2172,preserve rehabilitate forest banning logging primary growth task force preservation rehabilitation,Pending
6682,15SBN-2171,local,Pending
6683,15SBN-2170,antigraft corrupt,Pending
6684,15SBN-2169,interior design,Pending
6685,15SBN-2168,small center,Pending
6686,15SBN-2167,june friendship day,Pending
6687,15SBN-2166,pledge personal property covering loan money exceeding ten documentary stamp tax internal revenue,Pending
6688,15SBN-2165,constitution private private armed duly authority,Pending
6689,15SBN-2164,development downstream natural gas industry transmission distribution supply natural gas,Pending
6690,15SBN-2163,practice pharmacy pharmacy,Pending
6691,15SBN-2162,libel similar,Pending
6692,15SBN-2161,immigration,Pending
6693,15SBN-2160,independent power generation energy resource remit amount aside financial benefit directly host,Pending
6694,15SBN-2159,sale electricity residential consumption exceeding kilowatt hour tax internal revenue,Pending
6695,15SBN-2158,boston province oriental province valley area category landscape peripheral buffer zone management,Pending
6696,15SBN-2157,twin province oriental area category natural park management,Pending
6697,15SBN-2156,range situated province landscape pursuant management,Pending
6698,15SBN-2155,area sanctuary management,Pending
6699,15SBN-2154,marsh province wildlife sanctuary pursuant management,Pending
6700,15SBN-2153,group gen province landscape seascape management pursuant,Pending
6701,15SBN-2152,seascape landscape province la union area management,Pending
6702,15SBN-2151,landscape province area management,Pending
6703,15SBN-2150,area covered northern forest reserve situated province occidental area management pursuant northern natural park,Pending
6704,15SBN-2149,range city province oriental area category landscape management,Pending
6705,15SBN-2148,turtle wildlife sanctuary province area management,Pending
6706,15SBN-2147,resource area el province area category landscape management,Pending
6707,15SBN-2146,sound situated province area category landscape seascape management,Pending
6708,15SBN-2145,reef occidental area category natural park peripheral buffer management,Pending
6709,15SBN-2144,watershed forest reserve situated city area category natural park management,Pending
6710,15SBN-2143,pa natural area,Pending
6711,15SBN-2142,grant administration fiscal nonfiscal,Pending
6712,15SBN-2141,medical academy medical scholarship,Pending
6713,15SBN-2140,removing fifth subsequent normal obstetrical personal health health insurance,Pending
6714,15SBN-2139,removing limitation number allowable covered additional personal exemption individual taxpayer,Pending
6715,15SBN-2138,book labor additional protection domestic,Pending
6716,15SBN-2137,air force academy,Pending
6717,15SBN-2136,medical professional organization,Pending
6718,15SBN-2135,greater fiscal autonomy favor local choice depository local,Pending
6719,15SBN-2134,strengthening interconnection public telecommunication violation,Pending
6720,15SBN-2133,comprehensive screening childbirth,Pending
6721,15SBN-2132,local,Pending
6722,15SBN-2131,grant full crop insurance coverage qualified comprehensive agrarian reform comprehensive agrarian reform extension,Pending
6723,15SBN-2130,treatment eradication tuberculosis health insurance health insurance corporation,Pending
6724,15SBN-2129,increasing representation public school board seat employee finance thereby increasing composition board service insurance system,Pending
6725,15SBN-2128,liquidation winding closed banking institution,Pending
6726,15SBN-2127,institutionalize system performance,Pending
6727,15SBN-2126,establishment health insurance health insurance,Pending
6728,15SBN-2125,barangay security development local,Pending
6729,15SBN-2124,overseas absentee voting,Pending
6730,15SBN-2123,certain tariff custom,Pending
6731,15SBN-2122,illegal armed police insignia dress,Pending
6732,15SBN-2121,definition rape qualified seduction simple seduction minor certain,Pending
6733,15SBN-2120,civil action minor injured exposure entertainment product material harmful,Pending
6734,15SBN-2119,congressional oversight committee debt management look foreign domestic contracted behalf well,Pending
6735,15SBN-2118,electric overdue power corporation amount hundred forty covering period august,Pending
6739,15SBN-2114,land administration,Pending
6740,15SBN-2113,member enforcement employee testify witness criminal,Pending
6741,15SBN-2112,protection security,Pending
6742,15SBN-2111,responsive civil registration system,Pending
6743,15SBN-2110,disobedience writ habeas corpus,Pending
6744,15SBN-2109,civil engineering,Pending
6745,15SBN-2108,practice plumbing engineering,Pending
6747,15SBN-2106,grant pension age,Pending
6748,15SBN-2105,system extending technical education authority duly accredited learning overseas job,Pending
6749,15SBN-2104,certain board department justice unjust imprisonment detention violent,Pending
6751,15SBN-2102,private security agency,Pending
6752,15SBN-2101,automatic promotion retirement service,Pending
6753,15SBN-2100,pilferage theft unauthorized interconnection reception signal service cable television cable system network unauthorized installation access connection cable equipment,Pending
6754,15SBN-2099,strengthening foster care qualified,Pending
6755,15SBN-2098,safety protection,Pending
6756,15SBN-2097,accountancy,Pending
6757,15SBN-2096,additional compensation form special judiciary equivalent rank court regional trial court,Pending
6758,15SBN-2095,increasing penalty criminal negligence common carrier,Pending
6759,15SBN-2094,governing system preschool education preschool,Pending
6761,15SBN-2092,informal sector implementation certain,Pending
6762,15SBN-2091,career examination institutionalize career direction scope,Pending
6763,15SBN-2090,education trust,Pending
6764,15SBN-2089,procurement reform,Pending
6765,15SBN-2088,judiciary reorganization,Pending
6766,15SBN-2087,chapter internal revenue,Pending
6767,15SBN-2086,right people information public concern constitution state full public disclosure public interest constitution,Pending
6768,15SBN-2085,special nonworking holiday day,Pending
6769,15SBN-2084,family,Pending
6770,15SBN-2083,pension health comfort,Pending
6771,15SBN-2082,increasing maximum value family home exempt execution forced sale attachment family,Pending
6772,15SBN-2081,special center,Pending
6773,15SBN-2080,consciousness day elimination violence,Passed
6774,15SBN-2079,proper food genetically organism result violation,Pending
6775,15SBN-2078,drunk driving strict,Pending
6776,15SBN-2077,third week consciousness week counterfeit,Pending
6777,15SBN-2076,medical association medical professional organization,Pending
6778,15SBN-2075,operation computer rental similar violation,Pending
6779,15SBN-2074,issuance employment certification favor resigned violation labor,Pending
6780,15SBN-2073,liver cancer awareness,Pending
6781,15SBN-2072,civil service,Pending
6782,15SBN-2071,disclose identity foreign nature work compensation case violation,Pending
6783,15SBN-2070,income hospital particularly maintenance operating capital outlay,Pending
6784,15SBN-2069,medical association medical professional organization,Pending
6785,15SBN-2068,salary schedule bench judiciary,Pending
6786,15SBN-2067,local,Pending
6787,15SBN-2066,strengthening extension system accelerate agriculture development,Pending
6788,15SBN-2065,accelerate development idle agricultural generate employment,Pending
6789,15SBN-2064,right develop rural airport infrastructure network commercial,Pending
6790,15SBN-2063,public school number hundred public school,Pending
6792,15SBN-2061,mosque considered first house prayer mosque ad province shrine,Pending
6793,15SBN-2060,grant student fare discount land water air transport,Pending
6794,15SBN-2059,strengthening career service congress legislative career service,Pending
6795,15SBN-2058,agriculture fishery development,Pending
6796,15SBN-2057,advance development exceptional private sector,Pending
6797,15SBN-2056,standardize enhance practice country board commission,Pending
6798,15SBN-2055,growth industry creation wealth,Pending
6799,15SBN-2054,military military welfare,Pending
6800,15SBN-2053,abolish penalty imprisonment libel,Pending
6802,15SBN-2051,coconut industry,Pending
6803,15SBN-2050,emergency measure alleviate plight coconut adversely affected low copra coconut,Pending
6804,15SBN-2049,regulate modernize practice chemistry regulate practice chemistry,Pending
6805,15SBN-2048,june friendship day,Pending
6806,15SBN-2047,air force academy,Pending
6807,15SBN-2046,identification system registration council,Pending
6808,15SBN-2045,protection cross crescent crystal,Pending
6809,15SBN-2044,strengthening autonomy independence solicitor general,Pending
6810,15SBN-2043,standard time country installation operation maintenance synchronized time displayed key public declare first week time consciousness week,Pending
6811,15SBN-2042,help afflicted rare rare department health encouraging conduct research development rare fiscal regulatory manufacture importation,Pending
6812,15SBN-2041,military personnel retirement separation,Pending
6813,15SBN-2040,submission congress budgetary reform,Pending
6814,15SBN-2039,automatic retention barangay fifty percent share community tax collected said barangay local,Pending
6815,15SBN-2038,school nutrition,Pending
6816,15SBN-2037,electric power industry reform,Pending
6817,15SBN-2036,additional insurance barangay payment,Pending
6818,15SBN-2035,expanded assistance private education expanded voucher coupon system tertiary education,Pending
6819,15SBN-2034,certain hundred marine pollution,Pending
6820,15SBN-2033,crime art forgery art authentication board,Pending
6821,15SBN-2032,land administration land administration authority,Pending
6822,15SBN-2031,reduction proper disposal reduce introduction environment,Pending
6823,15SBN-2030,investment accelerate development development authority,Pending
6824,15SBN-2029,health research system health research administration,Pending
6825,15SBN-2028,railway system,Pending
6826,15SBN-2027,enhancement energy efficiency conservation development energy efficient strengthening organizational reinforcement related statutory energy,Pending
6827,15SBN-2026,comprehensive transportation security transportation security administration,Pending
6828,15SBN-2025,acquisition school construction maintenance rehabilitation repair school public elementary nationwide,Pending
6829,15SBN-2024,preschool education increasing compensation day care,Pending
6830,15SBN-2023,canal zone authority function,Pending
6832,15SBN-2021,natural park watershed forest reserve situated province portion bay special economic zone island area category natural park management,Pending
6833,15SBN-2020,aurora landscape management,Pending
6834,15SBN-2019,certain passport,Pending
6835,15SBN-2018,forest management tree private forest public,Pending
6836,15SBN-2017,word print radio television broadcast medium refer describe person crime suspected unlawful,Pending
6837,15SBN-2016,crime jail infidelity custody,Pending
6838,15SBN-2015,number,Pending
6839,15SBN-2014,court require community service lieu imprisonment penalty,Pending
6840,15SBN-2013,elective resigned elective filing certificate candidacy,Pending
6841,15SBN-2012,integrate computer education educational system,Pending
6842,15SBN-2011,forty armed retirement,Pending
6843,15SBN-2010,retirement park system enlarging,Pending
6844,15SBN-2009,stock market competitiveness,Pending
6845,15SBN-2008,cordillera authority,Pending
6846,15SBN-2007,dental rural health department health part primary approach delivery health,Pending
6847,15SBN-2006,immigration,Pending
6848,15SBN-2005,additional insurance public school payment,Pending
6849,15SBN-2004,strengthening role parent council,Pending
